"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"1376",2747,1572258803776917504,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","San Diego, CA","22","1",4364,"en",1
"1377",2748,1572258798206681088,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Langford, Bedfordshire","Environmental/Public Health Officer by training and inclination. Ex-L.Govt former Housing and Environment Lead Commissioner. Life long socialist","1",1008,"en",1
"1378",2750,1572258785594572800,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","","","1",128,"en",1
"1379",2753,1572258756838178816,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Suffering internally! || Tokuholic || Femboy enthusiast || JRPGS || Fighting games","1",4364,"en",1
"1380",2754,1572258752350552064,"RT @FotiosFrida: DOS said in the Oprah interview ‘a lot has been lost already’. These tears are built up tears. Public tears after years of…","","","1",377,"en",1
"1381",2756,1572258713419026432,"RT @lady_onabike: @Paul__Dawkins He’s a mercenary racist misogynist.  Gets off on &amp; earns money out of bullying women.  Truly a low life.","Oxford & other dark places. ","Mostly feel livid & insignificant. Have PPMS & it pisses me off. I swear, a lot - particularly the “bad” swears. God,Music,Dogs, ChelseaFC & Mr M revive me.","1",12,"en",1
"1382",2757,1572258705684545536,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Oxford & other dark places. ","Mostly feel livid & insignificant. Have PPMS & it pisses me off. I swear, a lot - particularly the “bad” swears. God,Music,Dogs, ChelseaFC & Mr M revive me.","1",1645,"en",1
"1383",2758,1572258698445357056,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Purgatory","🔞 radioactive level horny 25/8 follow at you own discretion. Minors BTFO. 1200 years old.","1",4364,"en",1
"1384",2759,1572258637317550080,"RT @AlMariam1: https://t.co/wYCNPf5P2b
Does IHRC stand for International Haters&amp;Racists Council?
Is ""human rights"" the ideological bullying…","Ethiopia","","1",336,"en",1
"1385",2760,1572258636554174464,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Casa da tua mulher","I ❤️ digital art? (ง︡'-'︠)ง 
🐢tired of life (◦'⌣'◦)","1",4364,"en",1
"1386",2761,1572258633500741632,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","Orion Nebula 🛸","After rain comes sunshine 🌞 

#WeThe15 #InvictusGames @AllBlacks 🇳🇿 🏉 The Royal Family never deserved #MeghanMarkle and #PrinceHarry 👸🏽 🤴🏻","1",416,"en",1
"1387",2762,1572258625825157120,"RT @JugglingBullies: #Bullying can happen anywhere and can often go unnoticed, and those who juggle bullies may not ever say anything. We h…","United Kingdom","Zenitsu fan","1",60,"en",1
"1388",2763,1572258625598496768,"RT @JugglingBullies: #Bullying can happen anywhere and can often go unnoticed, and those who juggle bullies may not ever say anything. We h…","United Kingdom","No one cared who I was until I put on a mask.","1",60,"en",1
"1389",2764,1572258625355227136,"RT @JugglingBullies: #Bullying can happen anywhere and can often go unnoticed, and those who juggle bullies may not ever say anything. We h…","England, United Kingdom","Burgerflipper","1",60,"en",1
"1390",2765,1572258625204420608,"RT @Mapazhie: Thanks for participating! :3c

Note: anyone caught harassing, bullying, or talking negatively about others who voted for a sh…","🇮🇩","Hiatus from posting #henrystickmincomic .
Jack of all the trades. 🔧🍉
Henry StickmAn connoisseur. 🎩🍸
Appreciate 🔁, ❤,🚶🏃 . 🙏
Header @NoirJung","1",3,"en",1
"1391",2767,1572258615393947648,"RT @natalie_eilbert: Children of color in Wisconsin have been diagnosed with anxiety and depression at far greater rates than white childre…","Milwaukee, WI","","1",12,"en",1
"1392",2770,1572258558414299136,"RT @ArkRoyalBrian: Please remember Dan Wootton was responsible for the death of Caroline Flack and the persecution of Prince Harry and Megh…","","","1",2431,"en",1
"1393",2775,1572258459395182592,"RT @MawandaAllan10: @emmytargaryen Am eyeing all the Charities in the pretext of Anti Bullying and Mental Health in the UK @mentalhealth @A…","i am everywhere thks to tech","every day is a blessing. Liberalish. bookworm / loner/ sussex stan/ not everything is simple. grey areas & people exist. anti UK monarchy. Diana deserved better","1",11,"en",1
"1394",2776,1572258447093280768,"RT @HongKongKumquat: @jonathanoosting Yuck, looks like Q-Anon Jayme McElvany is in the background. ~Shocked~ that Tudor has a 2 January 6th…","St Clair Shores, MI","Democracy loving girl .#WomanRights Keeping kids safe in schools , spread Truth 🚫 Lies , Activism is in my blood, Mom 🥰 ,Resister #DCMI captain 💙🌊","1",2,"en",1
"1395",2777,1572258443305848832,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","My bedroom","","1",4364,"en",1
"1396",2778,1572258426369216512,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Was @OatzBoatz (fetish oriented account)","1",4364,"en",1
"1397",2779,1572258417166929920,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","London","Gunners fan, obviously. Composer, musician, author. 
I absolutely despise this Tory Cabal. #JohnsonOut","1",1645,"en",1
"1398",2780,1572258416751435776,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","South East London","Male young mature person very opinionated  and always craves evidence of so called facts. Tends to over research","1",1645,"en",1
"1399",2783,1572258381456617472,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","","UKpolitics #NotATory","1",1645,"en",1
"1400",2787,1572258359792771072,"RT @ChildOfCelene: If they carried your face and made fun of it in front of the whole world you'd be crying about ""bullying"" and ""mental he…","","Multifaceted Artist.","1",311,"en",1
"1401",2791,1572258305040343040,"RT @_nigashikatas: time to start cyber bullying 🙌🏾","he/they","black 🏳️‍⚧️ 17","1",1,"en",1
"1402",2792,1572258294651301888,"RT @brown_tamron: @MatthewStadlen Valentine Low: The Times Journalist that wrote about the Bullying Allegations against Meghan admitting th…","South Africa","","1",1,"en",1
"1403",2793,1572258293644509184,"RT @siya_chillpill: What happened in today's episode was pure bullying (all vs 1)
Everyone's targetting her just because they know that she…","Karachi, Pakistan","No time for the crap!","1",50,"en",1
"1404",2794,1572258289861238784,"RT @claireroberts02: BULLYING is spot on - Great Bullying News.","In the sea.","CEO Bully Off CIC. https://t.co/sedtJjNwVY announcements coming as soon as possible.
Founder of #TypoThursady
Cream First! Skön wars.","1",8,"en",1
"1405",2797,1572258272459264000,"RT @mwendefrey: That day when her and her friends we bullying me calling my barbershop a brothel y'all kept quiet. Bullies like them hate m…","Her Brain","God`s son. |car enthusiast||Events| Management| saved by Grace|Speed|46 years old|Married |#MUFC @PetrolholicsKE","1",58,"en",1
"1406",2799,1572258258953322496,"RT @tcinacademia: Hey, true crime friends! This week I am continuing with the issue of bullying and bringing you a tragic case that highlig…","New Jersey, USA","Hi I’m new here. Writer. Dog mom. podcaster and Chief Contributor at @IvoryBoilerRoom","1",4,"en",1
"1407",2804,1572258187230973952,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","Johannesburg, South Africa","Driving on my own lane to avoid traffic.
No DM's please 🙏","1",128,"en",1
"1408",2805,1572258179307966464,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","SW Scotland","Respect for the memory of Akong Rinpoche.
I am Buddhist, vegan and a cook.","1",1008,"en",1
"1409",2806,1572258178959646720,"RT @IsaMbandi: I never saw someone I admire hating Meghan, on the contrary, only people I despise hate her. Let’s not forget that Dan Woott…","Minnesota, USA","Facts have Liberal Bias. Freedom. Accountable. Science. Democracy. Logic. History. Honesty. Humanity. Accuracy. Equality. Respect. 💙💜, Wins❣️#Resist! Vote💙🌊","1",263,"en",1
"1410",2807,1572258170617176064,"RT @rosetakemi: Y’all don’t understand how much i need to see Takemichi in this timeline.

He won’t be the same at all because Toman wasn’t…","","Llorando por stray kids 24/7









































De vez en cuándo también por ateez y txt💕











03 liner","1",79,"en",1
"1411",2814,1572258086014033920,"RT @lady_onabike: @Paul__Dawkins He’s a mercenary racist misogynist.  Gets off on &amp; earns money out of bullying women.  Truly a low life.","Crockett Island","Spicy, salty, sometimes cheesy. I’d strongly advise against it, but if you’re inexplicably compelled to read my few sad tweets ⬇️","1",12,"en",1
"1412",2815,1572258066606825472,"RT @mercianwench: @SueWildey1 @dave43law @LizKershawDJ clearly said she loved the queen.  

she's upset

stop  excusing bullying.","Texas","Christian, Retirement Plan Specialist, Freelance Writer-Published, Mom-In-Chief, Wife, Love: History, Reading, Sports & Westerns.
Proud Sussex Squaddie","1",1,"en",1
"1413",2816,1572258053814362112,"RT @Sinzi_O: Very grateful for the opportunity to write the @acamh Bullying Topic Guide. Hope it will be a useful resource for mental healt…","Oxford, England","Experimental Psychology PhD student @OxExpPsy @MagdalenOxford | @LeverhulmeTrust scholar | Researching adverse childhood experiences","1",12,"en",1
"1414",2818,1572258032809312256,"RT @mcarmystrong: @TulsiGabbard I supported the Ukrainian people after the Russian invasion. But the moment Ukraine put Tulsi Gabbard on th…","Portland, Oregon, USA","Life coaching,Healing & Health with Traditional Hindu knowledge systems.
Booking for personal/group retreats & online coaching of conscious living with Dharma.","1",18,"en",1
"1415",2821,1572258021614694400,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Crockett Island","Spicy, salty, sometimes cheesy. I’d strongly advise against it, but if you’re inexplicably compelled to read my few sad tweets ⬇️","1",1645,"en",1
"1416",2822,1572258017412018176,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","The Room of Requirement","HealthTech. Sarcasm. Christianity. Writing. New Age Finance. Chelsea FC. Cybersecurity.

Oh, I'm an optometrist too😎","1",1008,"en",1
"1417",2827,1572257980468580352,"RT @RememberNoSleep: @vxrnvn @sukiisukii18 😂
Ok there were them niggas and then the majority of us who loved the nerdy shit. As soon as we…","Kami's Lookout","Hi I’m Chris, I make goofy YouTube videos and funny posts that remind you of your childhood... enjoy my page!","1",149,"en",1
"1418",2830,1572257935874482176,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","Braamfontein","Life has taught me that you can't control someone's loyalty. Being good to them doesn't mean that they will treat you the same..","1",128,"en",1
"1419",2835,1572257885123674112,"RT @signediza: Ok, this was unexpected, shocking and sad. We definitely don't see this much being talked about (cyber bullying/bashing) 

H…","Perú","","1",7,"en",1
"1420",2836,1572257881390465024,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","18 I love anime,games, and pizza I know this is pretty bland but that’s all there is.
p.s favorite anime is one piece","1",4364,"en",1
"1421",2837,1572257877519368192,"RT @WrestlingOpen: 👊🏻 NO MORE BULLYING 👊🏻

Big Bacon can no longer run from his lies of calling Ichiban a bully! The match is ON and it sho…","東京都 渋谷区","through thick and thin","1",33,"en",1
"1422",2838,1572257861807509504,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","","1",4364,"en",1
"1423",2839,1572257861551415296,"RT @NomaguguSamke: We were good friends with Bheki
But because Twitter people are bullying him cz he is my friend, I’m distancing myself 💔…","Western Cape","","1",44,"en",1
"1424",2841,1572257849564340224,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Pfp by @KittiesnKream !!
I'm not dead i swear qwq I'm tryna get back into drawing.","1",4364,"en",1
"1425",2844,1572257820912885760,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","","NFTs Babyyy","1",416,"en",1
"1426",2845,1572257798230052864,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","","Your Follower is Not Always Your Fan💀 @Bomma_Sneakers brand Ambassador 

https://t.co/9MwaB0VgnY","1",128,"en",1
"1427",2847,1572257772967796736,"RT @mwendefrey: That day when her and her friends we bullying me calling my barbershop a brothel y'all kept quiet. Bullies like them hate m…","","|| Random intellectual thoughts || Strict Personality|| DM me for business, Adverts and Promotions || CHELSEA💙","1",58,"en",1
